0.002921728,0.082039633,0.002920175,-0.004256128,0.732467844,-0.893333333,0.002921728,0.0137
0.005430468,0.087323961,0.003568519,0.008075882,0.677745104,0.396666667,0.001706543,0.0136
0.006629792,0.125852262,-0.008426101,0.005295643,0.604119785,0.036666667,0.002891815,0.014
0.002457977,0.034234543,-0.01642912,-0.009367319,0.607761777,0.376666667,0.002457977,0.0137
0.004060744,0.103755454,-0.00800953,-0.003066567,0.551641632,-2.243333333,0.004060744,0.009
-0.003784859,0.01854306,-0.003666231,-0.004021632,0.533624791,-0.48,0.003677231,0.0042
0.009377911,0.054063872,-0.003196009,0.005391481,0.50982801,0.373333333,0.005653986,0.0071
0.006727321,0.069810483,-0.010582743,-0.008492032,0.5310772,-1.006666667,0.006727321,0.0051
-0.008275156,-0.015460257,0.011283659,-0.014720308,0.551564593,0.036666667,0.006538577,0.0054
-0.001175055,-0.037726337,-0.032726052,-0.035314645,0.571909521,0.593333333,0.006151043,0.0038
0.000710559,0.038309712,-0.045884315,-0.039452423,0.544176827,-0.113333333,0.00798305,0.0033
0.001527754,-0.036450843,0.038024311,0.025005401,0.599818875,0.983333333,0.008747628,0.0051
-0.003217506,0.067627964,-0.056753201,-0.054395654,0.565876532,-0.706666667,0.007515686,0.0039
0.002513923,-0.111366054,-0.002905216,-0.012111911,0.624150778,-0.206666667,0.009605717,0.0017
0.007431952,-0.065879585,0.074491104,0.088219626,0.653675779,-1.016666667,0.010959722,0.0168
-0.006604054,0.059807691,0.023984218,-0.002941305,0.668591638,1.896666667,0.007381688,0.0214
-0.000137532,0.080388418,-0.013900138,0.012128093,0.62466017,0.47,0.003328455,0.0132
0.001364069,0.109036225,-0.061160784,-0.058951891,0.561371197,0.603333333,0.001364069,0.0109
0.008250868,0.100459132,-0.025327853,0.007020664,0.51177932,0.373333333,0.008250868,0.0119
0.00726852,0.017626023,-0.005885477,-0.005885804,0.516860282,1.996666667,0.00726852,0.0113
0.000723728,0.049659845,-0.02991254,-0.032044663,0.483219391,-0.683333333,0.007619895,0.0064
0.000982759,-0.032591238,-0.016844738,-0.014633793,0.492337893,-0.396666667,0.007832248,0.002
0.009110141,0.049149572,-0.028672119,0.007611334,0.457783797,0.69,0.01251733,0.0094
0.014236183,-0.081364722,0.06009455,0.028045634,0.549798083,0.696666667,0.014236183,0.0169
0.003628678,0.030308067,0.009866423,-0.000711754,0.529174862,0.433333333,0.010408642,0.0132
0.006095385,-0.057820352,0.030659791,0.024592077,0.584341711,-0.243333333,0.006095385,0.0159
0.000237368,0.083180714,-0.003420953,-0.002850284,0.550422965,-1.72,0.006971642,0.0135
0.006215643,0.122262001,-0.004171733,0.026354232,0.546679869,2.636666667,0.006215643,0.0155
0.006685601,-0.004405204,-0.008106611,-0.021497544,0.540821101,-0.14,0.006685601,0.017
-0.000421262,0.029554354,0.003570134,0.010220384,0.527516721,-1.56,0.006267319,0.0146
0.005725578,0.066399716,-0.016445835,0.007087156,0.505922258,-0.4,0.005725578,0.0121
0.003647163,-0.029165016,0.032637362,0.021167205,0.545724592,0.383333333,0.006974621,0.0118
0.003446584,-0.246943436,2.58E-05,0.00473366,0.687357469,-1.526666667,0.006763079,0.012
0.00126978,0.027203714,0.010925307,0.013688271,0.666344261,0.096666667,0.007869951,0.0099
0.007382681,0.111080124,0.011652005,0.007872522,0.591627051,-1.72,0.007382681,0.0104
0.004037532,0.053439948,-0.003664827,0.003455513,0.587528571,0.313333333,0.007321135,0.01
0.00423411,0.040498301,-0.002612746,-0.003541497,0.567281575,-0.146666667,0.007507746,0.007
0.005021916,0.029369514,-0.00461732,-0.00429726,0.547223625,-0.603333333,0.008284588,0.0061
0.002441095,0.034335231,-0.001410345,-0.005953847,0.525591454,-1.213333333,0.008934964,0.0068
0.00929467,0.050711407,-0.005285717,-0.001466125,0.523675442,0.3,0.00929467,0.0069
0.005992559,0.027594495,0.008299245,0.00524102,0.512206855,-0.843333333,0.009223334,0.0067
0.005794427,0.029596605,-0.000195251,0.001961265,0.486537121,-0.046666667,0.009016231,0.0034
